City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Vestmannaeyjar,63.4427,-20.2734,25.79,80,0,17.27,IS,2022-02-03 18:44:09
1,Vaini,-21.2,-175.2,71.76,100,20,2.3,TO,2022-02-03 18:44:10
2,Carnarvon,-24.8667,113.6333,80.67,78,78,8.05,AU,2022-02-03 18:44:10
3,Quarai,-30.3875,-56.4514,75.9,78,94,18.95,BR,2022-02-03 18:44:11
4,Bethanien,-26.502,17.1583,76.89,44,5,8.41,NA,2022-02-03 18:44:11
5,Ushuaia,-54.8,-68.3,47.82,61,75,14.97,AR,2022-02-03 18:44:11
6,Airai,-8.9266,125.4092,60.89,94,100,2.75,TL,2022-02-03 18:44:12
7,Jamestown,42.097,-79.2353,31.08,55,100,12.66,US,2022-02-03 18:43:46
8,Rikitea,-23.1203,-134.9692,77.47,77,100,14.94,PF,2022-02-03 18:44:13
9,Doka,13.5167,35.7667,84.43,20,26,14.32,SD,2022-02-03 18:44:13
10,Cascais,38.6979,-9.4215,58.51,73,20,1.01,PT,2022-02-03 18:44:13
11,Punta Arenas,-53.15,-70.9167,51.82,53,0,9.22,CL,2022-02-03 18:44:14
12,Kapaa,22.0752,-159.319,71.92,87,20,11.5,US,2022-02-03 18:44:15
13,Kavaratti,10.5669,72.642,79.05,70,5,6.24,IN,2022-02-03 18:44:15
14,Hermanus,-34.4187,19.2345,64.9,78,2,8.75,ZA,2022-02-03 18:44:15
15,Albany,42.6001,-73.9662,44.55,87,100,1.57,US,2022-02-03 18:41:15
16,Saryozek,44.3583,77.9753,20.23,85,83,4.79,KZ,2022-02-03 18:44:16
17,Uruzgan,32.8333,66.0,30.58,44,0,9.64,AF,2022-02-03 18:44:17
18,Thompson,55.7435,-97.8558,-16.44,63,40,8.05,CA,2022-02-03 18:42:14
19,Mariental,-24.6333,17.9667,75.94,48,100,17.67,NA,2022-02-03 18:44:18
20,Butaritari,3.0707,172.7902,80.47,78,32,12.71,KI,2022-02-03 18:44:18
21,Kharitonovo,61.4009,47.4978,14.04,97,95,3.65,RU,2022-02-03 18:44:19
22,Hithadhoo,-0.6,73.0833,81.57,71,55,6.78,MV,2022-02-03 18:44:19
23,Bluff,-46.6,168.3333,51.8,80,100,3.49,NZ,2022-02-03 18:44:20
24,Sumenep,-7.0167,113.8667,77.59,86,91,6.26,ID,2022-02-03 18:44:20
25,Mokhsogollokh,61.4681,128.9203,-12.39,92,100,6.06,RU,2022-02-03 18:44:21
26,Aban,56.67,96.06,-7.15,100,88,3.85,RU,2022-02-03 18:44:21
27,Ronda,36.7423,-5.1671,59.72,61,13,3.6,ES,2022-02-03 18:44:22
28,Awjilah,29.1081,21.2869,54.55,57,9,17.94,LY,2022-02-03 18:44:22
29,Bredasdorp,-34.5322,20.0403,64.27,68,31,16.11,ZA,2022-02-03 18:44:23
30,Avarua,-21.2078,-159.775,80.65,83,75,16.11,CK,2022-02-03 18:44:23
31,Castro,-24.7911,-50.0119,74.34,81,33,2.46,BR,2022-02-03 18:44:24
32,Busselton,-33.65,115.3333,79.05,40,53,8.86,AU,2022-02-03 18:44:24
33,Vagay,57.9375,69.0217,23.14,94,100,12.26,RU,2022-02-03 18:44:25
34,Mataura,-46.1927,168.8643,51.48,98,100,0.51,NZ,2022-02-03 18:44:25
35,Nanortalik,60.1432,-45.2371,28.71,77,100,15.55,GL,2022-02-03 18:44:25
36,Hobart,-42.8794,147.3294,48.06,86,13,9.22,AU,2022-02-03 18:40:19
37,Zilair,52.2332,57.4392,20.75,85,100,6.44,RU,2022-02-03 18:44:27
38,Lahat,-3.8,103.5333,72.09,97,100,2.19,ID,2022-02-03 18:44:27
39,New Norfolk,-42.7826,147.0587,47.71,73,14,2.62,AU,2022-02-03 18:44:28
40,Puerto Ayora,-0.7393,-90.3518,82.36,85,10,5.99,EC,2022-02-03 18:44:28
41,Longyearbyen,78.2186,15.6401,17.44,67,0,0.0,SJ,2022-02-03 18:44:29
42,Huaiyuan,32.973,117.1995,33.98,85,5,3.18,CN,2022-02-03 18:44:29
43,Sao Joao Da Barra,-21.6403,-41.0511,80.69,90,100,11.99,BR,2022-02-03 18:44:27
44,Aklavik,68.2191,-135.0107,-18.4,69,75,3.44,CA,2022-02-03 18:44:30
45,Yulara,-25.2406,130.9889,62.44,59,81,8.05,AU,2022-02-03 18:44:30
46,Hilo,19.7297,-155.09,74.25,79,57,1.01,US,2022-02-03 18:45:30
47,Karak,31.1667,35.75,47.12,62,65,9.62,JO,2022-02-03 18:45:31
48,Hamilton,39.1834,-84.5333,31.05,93,100,1.99,US,2022-02-03 18:44:25
49,Honningsvag,70.9821,25.9704,24.55,80,40,8.05,NO,2022-02-03 18:45:31
50,Wajima,37.4,136.9,35.28,84,100,10.87,JP,2022-02-03 18:45:32
51,Aykhal,66.0,111.5,-21.05,100,100,2.19,RU,2022-02-03 18:45:33
52,Rwamagana,-1.9487,30.4347,65.64,91,98,2.37,RW,2022-02-03 18:45:33
53,Ancud,-41.8697,-73.8203,65.73,87,73,6.15,CL,2022-02-03 18:45:34
54,Tenenkou,14.4572,-4.9169,78.87,9,0,8.39,ML,2022-02-03 18:45:34
55,Gat,31.61,34.7642,57.4,100,6,15.05,IL,2022-02-03 18:44:10
56,Kruisfontein,-34.0033,24.7314,65.88,75,75,15.59,ZA,2022-02-03 18:45:35
57,Anyama,5.4946,-4.0518,83.21,64,0,8.01,CI,2022-02-03 18:45:35
58,Atikokan,48.7555,-91.6216,-1.93,77,5,3.4,CA,2022-02-03 18:45:35
59,Tongzhou,39.9053,116.5994,24.71,30,0,13.42,CN,2022-02-03 18:45:36
60,Coihaique,-45.5752,-72.0662,72.21,52,75,8.05,CL,2022-02-03 18:45:36
61,Beringovskiy,63.05,179.3167,0.57,78,100,21.32,RU,2022-02-03 18:45:37
62,Salvador,13.8333,-88.9167,86.05,28,5,4.72,SV,2022-02-03 18:41:15
63,Dikson,73.5069,80.5464,-16.42,99,100,5.08,RU,2022-02-03 18:45:37
64,Severo-Kurilsk,50.6789,156.125,29.62,87,100,8.03,RU,2022-02-03 18:45:38
65,Shancheng,34.7953,116.0817,33.39,56,90,6.31,CN,2022-02-03 18:45:38
66,Price,39.5994,-110.8107,26.11,36,0,4.61,US,2022-02-03 18:45:39
67,Stepnyak,52.8339,70.7803,9.45,84,24,11.41,KZ,2022-02-03 18:45:39
68,Nizwa,22.9333,57.5333,69.08,30,0,6.15,OM,2022-02-03 18:45:40
69,Upernavik,72.7868,-56.1549,-4.9,64,100,4.63,GL,2022-02-03 18:45:40
70,Norman Wells,65.282,-126.8329,-47.16,59,20,0.0,CA,2022-02-03 18:45:41
71,Mackay,-21.15,149.2,76.98,94,75,6.91,AU,2022-02-03 18:45:41
72,Batagay-Alyta,67.8006,130.4114,-17.91,96,100,4.0,RU,2022-02-03 18:45:42
73,Port Hardy,50.6996,-127.4199,42.76,93,100,13.8,CA,2022-02-03 18:45:42
74,Hemel Hempstead,51.7537,-0.4752,49.51,84,100,6.91,GB,2022-02-03 18:45:42
75,Saint-Francois,46.4154,3.9054,42.67,82,0,11.5,FR,2022-02-03 18:45:43
76,Camopi,3.1655,-52.3158,77.59,96,100,3.89,GF,2022-02-03 18:45:43
77,Yellowknife,62.456,-114.3525,-22.59,74,0,8.05,CA,2022-02-03 18:45:44
78,Bayugan,8.7561,125.7675,71.47,99,100,0.92,PH,2022-02-03 18:45:44
79,Qaanaaq,77.484,-69.3632,-14.96,62,100,7.81,GL,2022-02-03 18:45:45
80,Mahebourg,-20.4081,57.7,80.89,89,75,25.32,MU,2022-02-03 18:45:30
81,Alofi,-19.0595,-169.9187,75.09,94,100,2.3,NU,2022-02-03 18:45:45
82,Muros,42.7762,-9.0603,55.09,89,100,5.64,ES,2022-02-03 18:45:46
83,Tiksi,71.6872,128.8694,-10.23,100,100,4.12,RU,2022-02-03 18:43:42
84,Sarangani,5.4033,125.4636,81.12,72,79,15.39,PH,2022-02-03 18:45:47
85,Nome,64.5011,-165.4064,5.07,57,0,33.38,US,2022-02-03 18:45:47
86,Hasaki,35.7333,140.8333,32.4,48,17,12.39,JP,2022-02-03 18:45:48
87,Ahuimanu,21.4447,-157.8378,74.46,68,0,1.01,US,2022-02-03 18:45:48
88,Ribeira Grande,38.5167,-28.7,61.2,72,20,12.66,PT,2022-02-03 18:45:48
89,Tonala,20.6167,-103.2333,72.14,31,3,6.44,MX,2022-02-03 18:45:49
90,Oistins,13.0667,-59.5333,84.29,58,40,17.27,BB,2022-02-03 18:45:21
91,Luderitz,-26.6481,15.1594,68.85,71,2,16.53,NA,2022-02-03 18:45:50
92,Baykit,61.67,96.37,15.13,96,100,4.09,RU,2022-02-03 18:42:23
93,Kabo,7.6994,18.629,78.66,17,83,5.48,CF,2022-02-03 18:46:50
94,Priyutnoye,46.1011,43.5072,38.25,91,100,5.41,RU,2022-02-03 18:46:51
95,Katsuura,35.1333,140.3,42.19,61,97,13.24,JP,2022-02-03 18:46:51
96,Arman,59.7,150.1667,3.49,75,35,11.43,RU,2022-02-03 18:46:52
97,Maiduguri,11.8464,13.1603,67.87,20,8,9.04,NG,2022-02-03 18:46:52
98,Quilmana,-12.95,-76.3833,77.34,65,32,8.75,PE,2022-02-03 18:46:53
99,Kautokeino,69.0125,23.0412,4.95,98,100,2.04,NO,2022-02-03 18:46:36
100,Vila Franca Do Campo,37.7167,-25.4333,62.2,80,48,12.91,PT,2022-02-03 18:42:28
101,Saldanha,-33.0117,17.9442,68.05,82,24,10.67,ZA,2022-02-03 18:46:54
102,Georgetown,5.4112,100.3354,82.33,90,20,1.99,MY,2022-02-03 18:45:11
103,Leningradskiy,69.3833,178.4167,-12.39,84,2,8.55,RU,2022-02-03 18:46:55
104,Cape Town,-33.9258,18.4232,67.08,64,40,1.99,ZA,2022-02-03 18:44:21
105,Provideniya,64.3833,-173.3,1.27,66,94,22.79,RU,2022-02-03 18:46:55
106,Barkly West,-28.5354,24.5215,69.08,59,100,8.32,ZA,2022-02-03 18:46:56
107,Tazovskiy,67.4667,78.7,-0.18,97,100,9.22,RU,2022-02-03 18:46:56
108,Santa Marta,11.2408,-74.199,87.89,64,20,6.91,CO,2022-02-03 18:44:02
109,Abalak,58.1286,68.5944,22.78,95,100,12.64,RU,2022-02-03 18:46:57
110,Constitucion,-35.3333,-72.4167,67.86,66,10,7.78,CL,2022-02-03 18:42:56
111,Le Port,-20.9373,55.2919,80.56,92,100,22.01,RE,2022-02-03 18:46:57
112,Chauk,20.8833,94.8167,64.74,47,0,5.37,MM,2022-02-03 18:46:58
113,Khipro,25.8285,69.3772,63.43,22,0,6.33,PK,2022-02-03 18:46:59
114,Road Town,18.4167,-64.6167,82.44,69,40,6.91,VG,2022-02-03 18:42:04
115,Port Blair,11.6667,92.75,75.24,88,40,2.3,IN,2022-02-03 18:46:27
116,Inhambane,-23.865,35.3833,82.38,83,20,8.99,MZ,2022-02-03 18:47:00
117,Moerai,-22.4333,-151.3333,78.84,76,20,13.13,PF,2022-02-03 18:47:01
118,Carbonear,47.7332,-53.2148,37.11,74,100,19.42,CA,2022-02-03 18:47:01
119,Naze,28.3667,129.4833,55.69,77,100,16.22,JP,2022-02-03 18:47:01
120,Kodiak,57.79,-152.4072,38.71,93,100,19.57,US,2022-02-03 18:47:02
121,Mahibadhoo,3.7833,72.9667,81.73,65,9,4.05,MV,2022-02-03 18:47:02
122,Gaoua,10.2992,-3.2508,81.37,7,1,1.52,BF,2022-02-03 18:47:03
123,Qaqortoq,60.7167,-46.0333,23.5,94,100,26.33,GL,2022-02-03 18:47:04
124,Sibu,2.3,111.8167,75.51,94,40,0.0,MY,2022-02-03 18:47:04
125,Kajaani,64.2273,27.7285,-12.95,77,100,1.14,FI,2022-02-03 18:47:05
126,Kanniyakumari,8.0833,77.5667,76.28,80,6,6.89,IN,2022-02-03 18:47:05
127,Chokurdakh,70.6333,147.9167,-27.85,99,57,3.38,RU,2022-02-03 18:47:06
128,Khatanga,71.9667,102.5,-33.59,100,35,2.91,RU,2022-02-03 18:47:06
129,Necochea,-38.5473,-58.7368,78.04,56,100,14.88,AR,2022-02-03 18:47:07
130,Nikolskoye,59.7035,30.7861,6.69,100,98,1.14,RU,2022-02-03 18:47:07
131,Yerbogachen,61.2767,108.0108,-0.49,99,98,3.4,RU,2022-02-03 18:47:08
132,Talnakh,69.4865,88.3972,-13.36,99,100,6.8,RU,2022-02-03 18:47:08
133,Saint-Philippe,-21.3585,55.7679,80.15,93,100,39.48,RE,2022-02-03 18:45:08
134,Ambon,-3.6954,128.1814,77.14,94,40,3.44,ID,2022-02-03 18:47:09
135,Kaitangata,-46.2817,169.8464,48.94,94,100,2.35,NZ,2022-02-03 18:47:10
136,Pedernales,18.0384,-71.744,82.78,61,23,3.65,DO,2022-02-03 18:47:10
137,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,74,75,6.71,RU,2022-02-03 18:43:40
138,Pevek,69.7008,170.3133,-14.42,86,30,1.61,RU,2022-02-03 18:47:11
139,Port Elizabeth,-33.918,25.5701,68.29,77,20,16.11,ZA,2022-02-03 18:48:11
140,Souillac,-20.5167,57.5167,80.98,89,75,25.32,MU,2022-02-03 18:48:12
141,Kangaatsiaq,68.3065,-53.4641,6.6,75,100,7.16,GL,2022-02-03 18:48:12
142,Rawah,34.4816,41.9093,54.34,38,0,13.49,IQ,2022-02-03 18:48:13
143,Pontianak,-0.0333,109.3333,76.98,94,75,2.3,ID,2022-02-03 18:48:13
144,Minab,27.1467,57.0801,65.7,37,0,3.65,IR,2022-02-03 18:48:14
145,Barrow,71.2906,-156.7887,-23.78,76,0,4.61,US,2022-02-03 18:48:15
146,Vao,-22.6667,167.4833,79.9,84,96,16.11,NC,2022-02-03 18:48:15
147,Rassvet,46.8333,40.75,42.19,98,100,4.47,RU,2022-02-03 18:48:16
148,Arraial Do Cabo,-22.9661,-42.0278,80.56,78,75,10.36,BR,2022-02-03 18:48:16
149,Srednebelaya,50.6594,128.0106,-3.62,92,17,7.47,RU,2022-02-03 18:48:17
150,Sherman,33.6357,-96.6089,23.32,89,100,1.99,US,2022-02-03 18:48:17
151,Maniitsoq,65.4167,-52.9,18.23,93,100,22.57,GL,2022-02-03 18:48:18
152,Cap-Aux-Meules,47.3821,-61.8597,37.45,100,100,17.27,CA,2022-02-03 18:48:18
153,Neustadt,49.7117,12.0872,42.98,93,100,1.99,DE,2022-02-03 18:48:19
154,Japura,-0.3167,102.35,72.81,97,93,1.43,ID,2022-02-03 18:48:19
155,Lebu,-37.6167,-73.65,64.33,80,100,13.89,CL,2022-02-03 18:45:10
156,Sangar,63.9242,127.4739,-24.41,99,100,2.46,RU,2022-02-03 18:48:20
157,Hambantota,6.1241,81.1185,75.54,100,20,4.61,LK,2022-02-03 18:48:21
158,Bambous Virieux,-20.3428,57.7575,80.85,89,75,25.32,MU,2022-02-03 18:45:20
159,Port Hueneme,34.1478,-119.1951,67.89,18,0,4.61,US,2022-02-03 18:48:21
160,Verkhoyansk,67.5447,133.385,-33.79,100,100,1.77,RU,2022-02-03 18:48:22
161,Ponta Do Sol,32.6667,-17.1,68.0,73,44,5.53,PT,2022-02-03 18:48:22
162,Roma,43.2128,-75.4557,38.66,91,100,9.22,US,2022-02-03 18:48:23
163,Pitea,65.3172,21.4794,3.29,99,96,2.62,SE,2022-02-03 18:48:23
164,Waingapu,-9.6567,120.2641,78.94,84,89,10.6,ID,2022-02-03 18:48:24
165,Cherskiy,68.75,161.3,-28.52,99,6,1.3,RU,2022-02-03 18:48:22
166,Sao Filipe,14.8961,-24.4956,74.39,70,0,7.49,CV,2022-02-03 18:48:24
167,Lasa,46.6166,10.7002,40.46,82,97,3.15,IT,2022-02-03 18:48:25
168,Iqaluit,63.7506,-68.5145,-9.31,63,100,8.99,CA,2022-02-03 18:48:25
169,Zhuanghe,39.7008,122.9911,14.63,72,5,7.74,CN,2022-02-03 18:48:26
170,Tuktoyaktuk,69.4541,-133.0374,-18.4,76,75,9.22,CA,2022-02-03 18:48:26
171,Santa Isabel Do Rio Negro,-0.4139,-65.0192,79.68,84,100,3.33,BR,2022-02-03 18:48:27
172,Zarichne,51.8126,26.129,19.11,96,49,4.0,UA,2022-02-03 18:48:27
173,Cayenne,4.9333,-52.3333,77.09,89,75,6.91,GF,2022-02-03 18:48:27
174,Loncoche,-39.3667,-72.6333,81.5,37,100,6.26,CL,2022-02-03 18:48:28
175,Margate,51.3813,1.3862,48.96,80,93,13.18,GB,2022-02-03 18:48:28
176,Esperance,-33.8667,121.9,62.44,77,0,16.28,AU,2022-02-03 18:48:29
177,Trairi,-3.2778,-39.2689,83.75,69,100,12.37,BR,2022-02-03 18:48:29
178,Polunochnoye,60.8697,60.4153,15.06,98,100,1.63,RU,2022-02-03 18:48:30
179,Port Alfred,-33.5906,26.891,72.1,80,45,17.74,ZA,2022-02-03 18:44:49
180,Xining,36.6167,101.7667,14.72,52,0,2.66,CN,2022-02-03 18:48:31
181,Manbij,36.5281,37.9549,45.37,69,98,12.66,SY,2022-02-03 18:48:32
182,Pacifica,37.6138,-122.4869,62.67,68,40,1.01,US,2022-02-03 18:48:32
183,Kahului,20.8947,-156.47,73.85,76,20,3.44,US,2022-02-03 18:45:36
184,Cockburn Town,21.4612,-71.1419,75.16,76,25,24.29,TC,2022-02-03 18:48:33
185,Saint Anthony,45.0205,-93.218,4.89,55,0,1.01,US,2022-02-03 18:48:33
186,Tonder,54.9331,8.8667,43.21,96,100,3.0,DK,2022-02-03 18:49:34
187,Cleethorpes,53.5605,-0.0323,50.97,81,75,14.97,GB,2022-02-03 18:49:34
188,Richards Bay,-28.783,32.0377,79.54,87,78,9.57,ZA,2022-02-03 18:49:35
189,Ankang,32.68,109.0172,36.81,66,31,2.71,CN,2022-02-03 18:49:36
190,Jardim,-21.4803,-56.1381,82.9,79,100,6.24,BR,2022-02-03 18:49:36
191,Kavieng,-2.5744,150.7967,80.67,79,100,7.83,PG,2022-02-03 18:49:37
192,Saint George,37.1041,-113.5841,42.64,24,0,1.01,US,2022-02-03 18:45:11
193,Abha,18.2164,42.5053,58.82,88,0,4.61,SA,2022-02-03 18:49:37
194,Koslan,63.4564,48.8989,11.14,99,100,3.13,RU,2022-02-03 18:49:38
195,Nantucket,41.2835,-70.0995,46.96,100,100,9.01,US,2022-02-03 18:49:38
196,Sisophon,13.5859,102.9737,79.48,63,70,4.41,KH,2022-02-03 18:49:39
197,Tuatapere,-46.1333,167.6833,51.82,92,100,2.71,NZ,2022-02-03 18:49:39
198,Atuona,-9.8,-139.0333,78.31,71,0,15.37,PF,2022-02-03 18:45:21
199,Finschhafen,-6.6024,147.8681,80.04,81,100,9.69,PG,2022-02-03 18:49:40
200,Tiarei,-17.5333,-149.3333,84.22,70,0,16.42,PF,2022-02-03 18:49:40
201,Opuwo,-18.0607,13.84,72.91,43,16,10.11,NA,2022-02-03 18:49:41
202,Nampula,-15.1165,39.2666,82.35,74,75,12.66,MZ,2022-02-03 18:49:41
203,Robertsport,6.7533,-11.3686,80.62,80,1,10.85,LR,2022-02-03 18:49:42
204,Den Helder,52.9599,4.7593,46.94,94,100,13.0,NL,2022-02-03 18:49:42
205,Sorland,67.667,12.6934,28.26,68,100,29.66,NO,2022-02-03 18:49:43
206,Susanville,40.4163,-120.653,41.81,55,0,5.99,US,2022-02-03 18:45:43
207,Nouadhibou,20.931,-17.0347,85.98,17,0,8.05,MR,2022-02-03 18:49:44
208,Zyryanka,65.75,150.85,-26.45,99,99,9.24,RU,2022-02-03 18:49:44
209,Russell,32.3502,-85.1999,69.12,87,75,8.05,US,2022-02-03 18:45:16
210,Vardo,70.3705,31.1107,21.18,93,75,5.75,NO,2022-02-03 18:49:45
211,Ola,59.5833,151.2833,0.68,78,47,11.52,RU,2022-02-03 18:49:45
212,Mayfield,36.7417,-88.6367,33.33,93,100,17.92,US,2022-02-03 18:49:46
213,San Quintin,30.4833,-115.95,60.44,45,0,8.61,MX,2022-02-03 18:47:09
214,Isla Vista,34.4133,-119.861,66.78,45,0,3.44,US,2022-02-03 18:49:47
215,Aguimes,27.9054,-15.4461,73.65,53,100,0.0,ES,2022-02-03 18:49:47
216,Dunedin,-45.8742,170.5036,54.81,91,100,1.57,NZ,2022-02-03 18:49:47
217,Turukhansk,65.8167,87.9833,0.39,95,100,12.01,RU,2022-02-03 18:49:48
218,Tucupita,9.0622,-62.051,86.2,52,91,8.34,VE,2022-02-03 18:49:48
219,Buraydah,26.326,43.975,68.45,30,0,10.02,SA,2022-02-03 18:49:49
220,Nabire,-3.3667,135.4833,74.77,94,100,4.03,ID,2022-02-03 18:49:18
221,Teya,60.3778,92.6267,15.4,89,100,9.53,RU,2022-02-03 18:45:37
222,Granger,41.7481,-86.1257,20.7,77,0,11.5,US,2022-02-03 18:49:50
223,San Patricio,28.017,-97.5169,42.66,76,100,19.84,US,2022-02-03 18:49:50
224,Lorengau,-2.0226,147.2712,79.32,79,100,6.87,PG,2022-02-03 18:49:51
225,Paita,-5.0892,-81.1144,86.56,65,84,17.47,PE,2022-02-03 18:49:51
226,Ewa Beach,21.3156,-158.0072,75.09,69,0,4.61,US,2022-02-03 18:49:52
227,La Rioja,42.25,-2.5,52.05,58,100,2.39,ES,2022-02-03 18:49:52
228,Schiffweiler,49.3667,7.1333,44.11,66,75,5.99,DE,2022-02-03 18:49:53
229,Chama,47.1821,8.4636,44.28,92,75,3.44,CH,2022-02-03 18:49:53
230,Yaan,7.3833,8.5667,85.53,13,7,5.28,NG,2022-02-03 18:49:54
231,Kloulklubed,7.0419,134.2556,81.1,76,67,16.08,PW,2022-02-03 18:50:54
232,Bani Walid,31.7566,13.9942,52.75,77,0,7.87,LY,2022-02-03 18:50:55
233,Kamenka,51.3223,42.7678,32.76,100,100,5.66,RU,2022-02-03 18:50:56
234,Vila Velha,-20.3297,-40.2925,78.94,90,75,9.22,BR,2022-02-03 18:50:56
235,Sobolevo,54.4299,31.8996,20.28,95,100,8.25,RU,2022-02-03 18:48:17
236,Yar-Sale,66.8333,70.8333,-16.24,100,80,5.35,RU,2022-02-03 18:50:57
237,Bubaque,11.2833,-15.8333,77.9,75,0,14.2,GW,2022-02-03 18:50:57
238,Krikellos,38.95,21.1833,39.87,69,0,5.55,GR,2022-02-03 18:50:58
239,Leh,34.1667,77.5833,10.33,98,100,2.53,IN,2022-02-03 18:50:58
240,Beyla,8.6833,-8.6333,77.9,10,5,4.52,GN,2022-02-03 18:50:59
241,Santiago De Cao,-7.9589,-79.2392,69.93,78,75,11.5,PE,2022-02-03 18:50:59
242,Bonavista,48.6499,-53.1147,37.11,81,100,25.03,CA,2022-02-03 18:51:00
243,Amahai,-3.3333,128.9167,77.54,83,100,4.09,ID,2022-02-03 18:51:01
244,Charyshskoye,51.3978,83.5598,2.41,93,76,4.59,RU,2022-02-03 18:51:01
245,Burnie,-41.0667,145.9167,51.94,96,2,6.15,AU,2022-02-03 18:51:02
246,Asheville,35.6009,-82.554,56.98,91,100,3.0,US,2022-02-03 18:50:37
247,Tezu,27.9167,96.1667,53.62,63,18,4.9,IN,2022-02-03 18:51:03
248,North Bend,43.4065,-124.2243,48.85,96,0,6.91,US,2022-02-03 18:51:03
249,Namatanai,-3.6667,152.4333,78.64,81,87,9.64,PG,2022-02-03 18:51:04
250,Mount Isa,-20.7333,139.5,73.17,40,100,10.36,AU,2022-02-03 18:49:27
251,Warangal,18.0,79.5833,68.77,80,7,15.84,IN,2022-02-03 18:51:05
252,Pangody,65.85,74.4859,0.46,99,95,5.88,RU,2022-02-03 18:47:20
253,Beloha,-25.1667,45.05,74.08,86,26,17.94,MG,2022-02-03 18:51:05
254,Virginia Beach,36.8529,-75.978,70.05,65,100,12.66,US,2022-02-03 18:48:14
255,Mar Del Plata,-38.0023,-57.5575,73.42,87,0,4.0,AR,2022-02-03 18:49:12
256,Lompoc,34.6391,-120.4579,66.56,47,75,1.01,US,2022-02-03 18:46:16
257,Mbekenyera,-10.0,38.9833,72.52,98,30,4.74,TZ,2022-02-03 18:51:06
258,Okhotsk,59.3833,143.3,1.96,76,73,18.07,RU,2022-02-03 18:51:07
259,Navalmoral De La Mata,39.8916,-5.5406,56.97,74,100,4.65,ES,2022-02-03 18:51:07
260,Ketchikan,55.3422,-131.6461,42.78,93,100,10.36,US,2022-02-03 18:51:08
261,Nanae,41.8833,140.6833,22.28,89,90,9.82,JP,2022-02-03 18:51:08
262,Victoria,22.2855,114.1577,56.32,81,100,1.01,HK,2022-02-03 18:48:17
